,Job_Title,Company,Location,Salary,Cost of Living
1103,Software Developer - Subscription - Partnerships,Hulu,"Santa Monica, CA",115000.0,14.71
1104,"Administrative Technician, GG-0303-06,Census-DE-LJG",US Department of Commerce,"Van Nuys, CA",49466.5,14.71
1106,Teacher,Ingenium,"Compton, CA",49500.0,14.71
1107,Software Engineer,Ecogate,"North Hollywood, CA 91601",101000.0,14.71
1110,Toy Designer,Cool Things Corp,"Los Angeles, CA",57500.0,14.71
1111,ADMINISTRATIVE ANALYST (PROGRAM MANAGEMENT),Los Angeles County Metropolitan Transportation Aut...,"Los Angeles County, CA",62837.0,14.71
1116,"Software Engineer, Natural Language Processing /NLP","DMAI, Inc.","Los Angeles, CA",116000.0,14.71
1117,Software Engineers,NexInfo Solutions,"Santa Ana, CA",104000.0,14.71
1119,Gameplay Software Engineer,Electronic Arts,"Playa Vista, CA 90094",105000.0,14.71
1120,"Administrative Assistant, Client Services","JAMS, Inc","Los Angeles, CA 90017",45000.0,14.71
1122,School Business Office Associate,Valley Beth Shalom Schools,"Encino, CA 91436",47500.0,14.71
1125,Organization Learning Manager,Hope Builders,"Santa Ana, CA 92706",52500.0,14.71
1127,Software Quality Engineer,Centerfield Media,"Los Angeles, CA 90094",60000.0,14.71
1128,Elixir Software Engineer,Minnow,"Portland, OR",115000.0,14.59
1129,"Software On-boarding Specialist in CA, NV, OR, WA",Moraware,"Portland, OR",50000.0,14.59
1130,Software Developer,Graphic Products,"Beaverton, OR 97005 (Central Beaverton area)",101000.0,14.59
1131,Local iOS software developer needed in Portland Oregon,Oregon Health and Science University,"Portland, OR 97239 (Homestead area)",95000.0,14.59
1132,Research Software Developer,OHSU,"Portland, OR 97239 (Homestead area)",75000.0,14.59
1133,Junior Software Engineer - US Citizenship Required,PLEXSYS,"Camas, WA 98607",60300.0,14.59
1135,"Analyst, IT Systems",TriMet,"Portland, OR 97202 (Reed area)",95874.0,14.59
1138,Web Application Developer,Precoa,"Portland, OR 97223",70000.0,14.59
1139,Software Engineer (Ruby),Paird LLC,"Portland, OR 97201 (Homestead area)",132500.0,14.59
1141,"Software Trainer/Support Analyst - Portland, OR",DDI System,"Portland, OR 97220 (Parkrose area)",45000.0,14.59
1143,Special Counsel - IT Software Engineer II,Hidden (12684),"Portland, OR",95000.0,14.59
1144,Software Engineer 1,Garmin,"Salem, OR",70000.0,14.59
1145,Software Engineer,Mirador Financial Technology,"Portland, OR",102500.0,14.59
1146,Software Developer for Optane Memory,Intel,"Hillsboro, OR 97124",99500.0,14.59
1148,Software Engineer,"Deltek, Inc.","Portland, OR",87500.0,14.59
1149,Embedded Software Developer,Polaris Industries,"Battle Ground, WA",96500.0,14.59
1150,"Software Engineering Manager - Portland, OR",Kaufman Hall & Associates LLC,"Portland, OR",128500.0,14.59
1151,"Software Engineer, Associate",North American Bancard,"Portland, OR",62500.0,14.59
1152,Senior Software Engineer – Realtime Streaming,NIKE INC,"Beaverton, OR 97006 (Triple Creek area)",124500.0,14.59
1153,.NET Software Developer,Suvoda,"Portland, OR",84000.0,14.59
1154,"Software Engineer, Growth",Zendesk,"Portland, OR",102500.0,14.59
1155,Software Development Engineer- Consumer Engagement Data and...,Cambia Health,"Portland, OR",89500.0,14.59
1156,Software Developer – Front-End (React),i.t.motives,"Portland, OR",111500.0,14.59
1157,Software Engineer II - UX Foundation Team,NIKE INC,"Beaverton, OR 97006 (Triple Creek area)",120500.0,14.59
1158,Director of Software Engineering,Adidas,"Portland, OR 97210 (Northwest area)",118500.0,14.59
1159,Software Engineer (Microsoft .NET),"Cayuse, LLC","Portland, OR 97204 (Downtown area)",113500.0,14.59
1160,Backend Engineer - Telecommute,Doctor On Demand,"Portland, OR",109500.0,14.59
1161,Associate Software Engineer,comScore,"Portland, OR",115000.0,14.59
1162,Security Automation Engineer,NIKE INC,"Beaverton, OR 97006 (Triple Creek area)",115000.0,14.59
1163,3D Vision Software Engineer,"Plover, Inc.","Portland, OR 97267",92500.0,14.59
1164,Software Engineer,NAVEX Global,"Lake Oswego, OR 97035",109000.0,14.59
1165,"Senior Technical Developer, Tennis",NIKE INC,"Beaverton, OR 97006 (Triple Creek area)",107500.0,14.59
1167,Senior Software Developer,Perkins Coie,"Portland, OR 97209 (Pearl District area)",103500.0,14.59
1168,Software Engineer,Scroll,"Portland, OR",88000.0,14.59
1169,Software Engineer,Fiserv,"Beaverton, OR",87500.0,14.59
1170,Full Stack Software Developer,Providence Health & Services,"Beaverton, OR",103500.0,14.59
1171,IT Administrator,Nelson Global Products Inc.,"Troutdale, OR",90000.0,14.59
1174,Mid-level Ruby on Rails + React Developer,Planet Argon,"Portland, OR 97209 (Pearl District area)",88000.0,14.59
1176,Customer Experience Trainer,Pivot Group,"Portland, OR 97233 (Centennial area)",65000.0,14.59
1181,Quality Assurance (QA) Engineer,Nvoicepay,"Beaverton, OR 97008 (Greenway area)",95000.0,14.59
1183,Backend Engineer,"Sila, Inc.","Portland, OR 97204 (Downtown area)",107500.0,14.59
1184,System Application Analyst,Oregon Health & Science University,"Portland, OR",83713.5,14.59
1185,Experienced Software Engineer - US Citizenship Required,PLEXSYS,"Camas, WA 98607",73800.0,14.59
1186,Admissions and Transcript Evaluator,Mount Hood Community College,"Gresham, OR 97030",50022.5,14.59
1188,I.T Support Specialist,NDT,"Portland, OR",40000.0,14.59
1191,Software Engineer,Aspen Capital,"Beaverton, OR 97005 (Central Beaverton area)",90500.0,14.59
1192,Software Engineer-Data Science,Lytics,"Portland, OR 97204 (Downtown area)",89000.0,14.59
1194,Data Science Engineer,Natera,"Portland, OR",99000.0,14.59
1196,Senior Software Engineer — Node.js,New Relic,"Portland, OR",103000.0,14.59
1197,"Lead Software Engineer, Targeted Marketing Platform",NIKE INC,"Beaverton, OR 97006 (Triple Creek area)",111500.0,14.59
1198,Software Engineering Manager,CloudBolt Software,"Portland, OR",141500.0,14.59
1199,"Software Development Engineer I-III, Functional Language (Cl...",Cambia Health,"Portland, OR",112000.0,14.59
1200,"Software Engineer, Support Systems",New Relic,"Portland, OR",98000.0,14.59
1201,Fab Automation Software Engineer,Intel,"Hillsboro, OR 97124",84000.0,14.59
1202,Manager of Software Development,NAVIS,"Portland, OR",107500.0,14.59
1203,AI Cloud Data Engineering Internship,Cambia Health,"Portland, OR",103000.0,14.59
1204,DevOps Engineer – Realtime Data Platform (RDP),NIKE INC,"Portland, OR 97204 (Downtown area)",122500.0,14.59
1205,Mgr Software Engineering,Reed Business Information,"Portland, OR",118500.0,14.59
1206,Senior Software Engineer - Backend,Adobe,"Portland, OR",116000.0,14.59
1207,Manager of Software Development,Powin Energy Corporation,"Tualatin, OR 97062",124500.0,14.59
1208,Manager of Software Development,i.t.motives,"Portland, OR",133000.0,14.59
1209,Software Development Engineer,TTM Technologies - North America,"Forest Grove, OR 97116",92500.0,14.59
1210,Controls Software Engineer and Applications Engineer,Level Six Talent Solutions,"Wilsonville, OR",86000.0,14.59
1211,Software Engineer - Go Agent,New Relic,"Portland, OR",104500.0,14.59
1212,Fullstack Developer,ForgeRock,"Vancouver, WA",114500.0,14.59
1213,Software Development Manager,i.t.motives,"Portland, OR",113500.0,14.59
1221,Production Manager,Vital Leaf,"Portland, OR 97204 (Downtown area)",49500.0,14.59
1224,General Manager,Re-Bath of Portland,"Portland, OR",112500.0,14.59
1225,"Software Engineer, Reliability",HashiCorp,"Portland, OR",105000.0,14.59
1227,"Software Engineer, Systems",HashiCorp,"Portland, OR",111500.0,14.59
1228,Accountant 1,Clackamas County,"Oregon City, OR",62500.0,14.59
1229,Front-End Developer,EY DESIGN STUDIO,"Portland, OR",92500.0,14.59
1231,Software Engineer Associate (Full Stack),XPO Logistics,"Portland, OR 97209 (Pearl District area)",86500.0,14.59
1233,Staff Accountant,Wealth Advisors NW and Dougall Conradie,"Portland, OR",56000.0,14.59
1235,Software Engineer: Full-Stack,Avamere Health Services,"Wilsonville, OR 97070",107000.0,14.59
1238,Software Engineer II (Java),CDK Global,"Portland, OR 97201 (Homestead area)",104500.0,14.59
1240,Software engineer,Chip Star Technology,"Beaverton, OR",81500.0,14.59
1242,Software Developer : 19-01995,Akraya Inc.,"Hillsboro, OR 97124",89000.0,14.59
1243,Software Developer,Intel,"Hillsboro, OR 97124",84000.0,14.59
1247,Community Development Specialist - Contract to Hire,TreeTop Commons,"Portland, OR",43000.0,14.59
1248,Human Resources Manager,New Seasons Market,"Portland, OR",56430.0,14.59
1256,Consultant,RHONDOS,"Washougal, WA 98671",150000.0,14.59
1262,"EpicCare Application Analyst (System Application Analyst, Sr...",Oregon Health & Science University,"Portland, OR",92294.5,14.59
1266,Quality Improvement Specialist,"Up and Out, Inc.","Portland, OR",37960.0,14.59
1269,Account Executive,NAVEX Global,"Portland, OR 97201 (Homestead area)",50000.0,14.59
1271,Client Associate - Institutional,"Arnerich Massena, Inc.","Portland, OR",57500.0,14.59
1278,"System Application Analyst, Sr",Oregon Health & Science University,"Portland, OR",97268.0,14.59
1279,Devops Software Engineer,Funding Circle US,"Portland, OR",137500.0,14.59
1282,Software Engineer II,Akamai,"Portland, OR",108000.0,14.59
1283,Financial Analyst,TerraFirma Foundation Systems,"Portland, OR 97223",60000.0,14.59
1284,SQL Developer,CorVel Healthcare Corporation,"Portland, OR",93500.0,14.59
1285,System Engineer,Jaguar,"Portland, OR",94500.0,14.59
1286,Software Developer- Business Intelligence,WebMD,"Portland, OR 97209 (Pearl District area)",101500.0,14.59
1287,"Staff Software Engineer, Services",Walmart Stores,"Portland, OR 97204 (Downtown area)",111000.0,14.59
1288,Lead Software Developer - Join our Growing Team,AltSource,"Portland, OR 97214 (Buckman area)",109500.0,14.59
1289,Senior Software Development Manager – Digital Business Platf...,Autodesk,"Portland, OR",134500.0,14.59
1290,Communications Coordinator,Portland Public Schools,"Portland, OR 97227 (Boise area)",55738.0,14.59
1291,Sr. Software Development Engineer,CAPSA HEALTHCARE,"Portland, OR",100500.0,14.59
1293,Business Valuation Assistant,Perkins & Co,"Portland, OR 97204 (Downtown area)",46750.0,14.59
1294,Senior Software Engineer - Application,Green Bits Inc.,"Portland, OR",124500.0,14.59
1295,Senior Software Engineer,NAVEX Global,"Lake Oswego, OR 97035",127500.0,14.59
1296,Senior Staff Software Engineer,Mozilla,"Portland, OR 97209 (Pearl District area)",126500.0,14.59
1297,IT Specialist (PLCYPLN),US Department of Energy,"Vancouver, WA",108587.5,14.59
1298,Systems Support Technician,Portland State University Foundation,"Portland, OR 97201 (Homestead area)",65596.0,14.59
1300,"Business Intelligence Analyst (System Application Analyst, S...",Oregon Health & Science University,"Portland, OR",92294.5,14.59
1303,IT Operations,IRCO,"Portland, OR 97220 (Parkrose area)",70000.0,14.59
1305,"Radiant Application Analyst (System Application Analyst, Sr)",Oregon Health & Science University,"Portland, OR",92294.5,14.59
1307,Fundraising and Development Assistant,IRCO,"Portland, OR 97220 (Parkrose area)",37000.0,14.59
1317,Change Management Communications Specialist,Oregon Health & Science University,"Portland, OR",65160.0,14.59
1320,Talent Acquisition Specialist,SalesGrove Recruiting,"Portland, OR",70000.0,14.59
1325,Bioinformatics Developer,Oregon Health & Science University,"Portland, OR",53442.5,14.59
1327,UX Designer,Zimmer Biomet,"Portland, OR",89500.0,14.59
1328,Java/AWS Full Stack Developer,ITL USA,"Hillsboro, OR",126000.0,14.59
1330,Sr. Embedded Software Engineer,moovel North America,"Portland, OR",107000.0,14.59
1331,Lead Software Engineer,ZOOM+Care,"Portland, OR 97209 (Pearl District area)",116000.0,14.59
1332,Research Assistant,VA Portland Health Care System,"Portland, OR",39699.0,14.59
1333,Process Engineer,Pacific Foods,"Tualatin, OR 97062",76000.0,14.59
1335,Software Architect,Autodesk,"Portland, OR",148500.0,14.59
1336,Senior Software Engineer,Calabrio,"Vancouver, WA",112000.0,14.59
1337,Senior Software Engineer - Product Backend,Squarespace,"Portland, OR",121000.0,14.59
1338,Quality Engineer,Salesforce,"Hillsboro, OR 97124",112500.0,14.59
1340,Clinical Application Specialist,Central City Concern,"Portland, OR 97209 (Pearl District area)",66000.0,14.59
1342,Dealer Relationship Manager,Central Desking,"Portland, OR",250000.0,14.59
1344,Evaluation Manager,FoodCorps,"Portland, OR 97204 (Downtown area)",55000.0,14.59
1345,Field Technician,Elevate Technology Group,"Portland, OR 97225 (West Slope area)",38000.0,14.59
1346,Help Desk Technician,Tekology Inc,"Beaverton, OR 97008 (Greenway area)",37000.0,14.59
1351,Landscape Field Project Mgr,Kurisu LLC,"Portland, OR 97281",69250.0,14.59
1352,Practice Management Optimization Analyst,Central City Concern,"Portland, OR",60097.0,14.59
1353,Research Associate,Oregon Health & Science University,"Portland, OR",65072.5,14.59
1356,Medical Imaging Engineer II,Kaiser Permanente,"Clackamas, OR",59500.0,14.59
1358,IT Manager,"Cascade Management, Inc.","Tigard, OR",65000.0,14.59
1359,Senior Software & Systems Engineer - Radar Technology (Salem...,Garmin,"Salem, OR",95500.0,14.59
1360,IT Systems Analyst - JDA SCP/OP,Intel,"Hillsboro, OR 97124",119500.0,14.59
1361,"Sr. UI, Frontend Developer (React/PHP)",United Naturals,"Portland, OR",111000.0,14.59
1362,Software Quality Sr Engineer,Zimmer Biomet,"Portland, OR",93000.0,14.59
1363,Staff Software Engineer-iOS,Walmart eCommerce,"Portland, OR 97204 (Downtown area)",110000.0,14.59
1364,SR Business Analyst,Overactive Inc,"Portland, OR 97209 (Pearl District area)",89500.0,14.59
1366,Lead Software Engineer,New Relic,"Portland, OR",126500.0,14.59
1367,DevOps Engineer,Infosys,"Hillsboro, OR 97123",117500.0,14.59
1368,Junior Product Support Specialist - US Citizenship Required,PLEXSYS,"Camas, WA 98607",56800.0,14.59
1370,3D Software Quality Engineering Lead,HP,"Vancouver, WA",101500.0,14.59
1371,Core Services System Analyst/Engineer (Systems Analyst/Engin...,Oregon Health & Science University,"Portland, OR",123682.5,14.59
1373,"Sr. Developer with AWS C#, .Net Core or Java",Zora,"Portland, OR",85000.0,14.59
1379,Gen'l Mgr/Trainee,Celebration Jewelers,"Battle Ground, WA",37500.0,14.59
1381,Web/UX Designer,Logical Position,"Lake Oswego, OR 97035",60000.0,14.59
1384,Police Records Specialist (Police Support Services Specialis...,City of Redmond,"Redmond, WA 98052",56736.0,15.05
1385,Entry Level Software Engineer,SR Education Group,"Kirkland, WA",90000.0,15.05
1386,Entry Level Software Engineer,HCL Americas,"Redmond, WA 98052",75000.0,15.05
1388,Entry Level Software Engineer,HCL America,"Redmond, WA 98052",60000.0,15.05
1389,Software Engineer,"Coinme, Inc.","Seattle, WA",80000.0,15.05
1390,Accela External Customer Support,City of Seattle,"Seattle, WA",90797.0,15.05
1394,Software Engineer I/II,Practice by Numbers,"Redmond, WA",82500.0,15.05
1395,Customer Support Agent,"Coinme, Inc.","Seattle, WA",33000.0,15.05
1397,Software Support Analyst - 190402,WSIPC,"Everett, WA",75733.5,15.05
1398,Software Development Engineer in Test,Impinj,"Seattle, WA 98103 (Green Lake - Wallingford area)",91500.0,15.05
1399,Software Engineer,Qcentrio,"Everett, WA",96000.0,15.05
1400,Data Analyst,Workforce Development Council of Seattle-King Coun...,"Seattle, WA 98121 (Belltown area)",85813.0,15.05
1401,Software Developer,Microsoft,"Bellevue, WA 98004 (Downtown area)",92000.0,15.05
1402,Full Time opportunities for Software Engineers & Program Man...,Microsoft,"Redmond, WA",95000.0,15.05
1403,"Software Development Engineer (C# or Java, for Microsoft)",Aptly Technology,"Seattle, WA",90000.0,15.05
1404,Software Engineer - Entry Level,BOEING,"Kent, WA 98031",91000.0,15.05
1405,Software Engineer (All levels),Bungee Tech,"Bellevue, WA",100000.0,15.05
1406,Manual Tester,BiSoft,"Redmond, WA",60000.0,15.05
1407,Frontend Software Engineer,Textio,"Seattle, WA 98104",106500.0,15.05
1408,Software Engineer,Deja vu Security,"Seattle, WA",103500.0,15.05
1409,Systems Software Engineer I,ACCO Engineered Systems,"Renton, WA 98057",91000.0,15.05
1410,Software Engineer (All Levels),SoFi,"Seattle, WA",138500.0,15.05
1411,Associate Software Engineer (NTD),Nintendo of America Inc.,"Redmond, WA 98052",96500.0,15.05
1412,"Software Engineer, Axon Now",Axon,"Seattle, WA 98103 (Green Lake - Wallingford area)",140000.0,15.05
1413,"Engineer II, Software Quality Engineer",Samsung Electronics,"Bellevue, WA 98004 (Downtown area)",105500.0,15.05
1414,Director of Software Development,Bill4Time.com,"Bellevue, WA 98007 (Lake Hills area)",180000.0,15.05
1415,Software Tester / Technical Analyst,Schlosser Geographic Systems,"Seattle, WA 98101 (Downtown area)",58500.0,15.05
1416,Software Development Engineer,"Woongjin, Inc","Bellevue, WA",113500.0,15.05
1417,Software Engineers,Walbell Technologies,"Seattle, WA",111000.0,15.05
1418,"Software Engineer, Infrastructure",Tableau,"Seattle, WA 98107 (Ballard area)",118500.0,15.05
1419,Software Engineer back end,inabia,"Seattle, WA",116500.0,15.05
1420,Software Quality Engineer,ServiceNow,"Kirkland, WA",93000.0,15.05
1421,"Software Engineer in Test, Dashboard Applications",Tableau,"Kirkland, WA",106500.0,15.05
1422,Elixir Software Engineer,Minnow,"Seattle, WA",115000.0,15.05
1423,Software Development Engineer,Spaceflight Industries,"Seattle, WA 98109 (Westlake area)",136000.0,15.05
1424,Software Engineer,HCL Americas,"Redmond, WA 98052",75000.0,15.05
1426,Software Engineer,Getty Images,"Seattle, WA 98103 (Green Lake - Wallingford area)",138780.0,15.05
1427,Software Development Manager,Bill4Time.com,"Bellevue, WA 98007 (Lake Hills area)",135000.0,15.05
1428,Software Engineer,Traverse Data,"Seattle, WA",82500.0,15.05
1429,Software Development Engineer,RMS,"Bellevue, WA 98004 (Downtown area)",125000.0,15.05
1430,"software development engineer in test (SDET), Starbucks Tech...",Starbucks,"Seattle, WA 98134 (Industrial Complex area)",105000.0,15.05
1431,Associate Software Developer,General Dynamics Information Technology,"Keyport, WA",86500.0,15.05
1432,Software Engineer,Sphere,"Seattle, WA",108500.0,15.05
1433,Full Stack SDE - Software Development Engineer,Groupon,"Seattle, WA 98101 (Downtown area)",116000.0,15.05
1434,"Software Engineer, Messenger",Facebook,"Seattle, WA 98101 (Downtown area)",44500.0,15.05
1435,Java Developer,NESS USA INC,"Seattle, WA",94500.0,15.05
1436,"Software Engineer, Backend","ExtraHop Networks, Inc.","Seattle, WA 98101 (Downtown area)",141000.0,15.05
1438,Software Engineer - Full Stack,Microsoft,"Redmond, WA",115000.0,15.05
1439,Software Engineer (Starlink),SpaceX,"Redmond, WA 98052",97500.0,15.05
1440,Technology Repair Specialist,Bellevue School District,"Bellevue, WA 98005 (Wilburton area)",57037.5,15.05
1441,Software Developer,Critigen,"Seattle, WA",96500.0,15.05
1442,Jr. Data Engineer,D4DT,"Bellevue, WA",87500.0,15.05
1443,Software Engineer ll,Microsoft,"Redmond, WA",106500.0,15.05
1444,SDE Intern,Zulily,"Seattle, WA 98121 (Belltown area)",107500.0,15.05
1445,Software Developer- Front End,Critigen,"Seattle, WA 98104",109000.0,15.05
1446,Software Engineer,"Newton Research Labs, Inc.","Renton, WA 98057",104000.0,15.05
1447,Software Engineer,"Discovery Communications, LLC","Bellevue, WA",135000.0,15.05
1448,Software Development Engineer,New Engen,"Seattle, WA",149000.0,15.05
1449,UI Software Engineer,Microsoft,"Redmond, WA",99000.0,15.05
1450,"Software Engineer, Knowledge Platform",Square,"Seattle, WA",145000.0,15.05
1451,Software Engineer I,Tacoma-Pierce County Health Department,"Tacoma, WA",89502.5,15.05
1452,Business Systems Analyst - Seattle Pacific University,Seattle Pacific University,"Seattle, WA",72500.0,15.05
1454,Software Developer,The Northlake Partners,"Redmond, WA",82500.0,15.05
1455,Business Process Analyst,City of Bellevue,"Bellevue, WA 98004 (Downtown area)",82088.0,15.05
1457,Software Developer,BiSoft,"Redmond, WA",115000.0,15.05
1458,Customer Support Specialist,Navigating Cancer,"Seattle, WA 98104",41000.0,15.05
1459,Salesforce Program Analyst,Homage Senior Services,"Lynnwood, WA 98036",75000.0,15.05
1460,Software Engineering,Microsoft,"Redmond, WA",119000.0,15.05
1461,Software Engineer,Candor Infotech,"Sammamish, WA",104000.0,15.05
1462,Software Engineer- Messaging Team,Twitter,"Seattle, WA",140000.0,15.05
1463,"Software Engineer III, Gaming (NST)",Nintendo of America Inc.,"Redmond, WA 98052",81000.0,15.05
1464,Software Developer,Axon,"Seattle, WA 98103 (Green Lake - Wallingford area)",118500.0,15.05
1465,"Manager, Software Engineering","Accolade, Inc.","Seattle, WA 98101 (Downtown area)",143000.0,15.05
1466,"Software Developer, Eden ERP","Tyler Technologies, Inc.","Renton, WA 98057",59000.0,15.05
1467,Software Engineer - Backend,Tally,"Seattle, WA",125000.0,15.05
1468,Software Engineer - B2B Backend,Peek,"Seattle, WA",112500.0,15.05
1469,Software Developer,"Reischling Press, Inc.","Seattle, WA 98168",94000.0,15.05
1470,Software Developer,"Friendly Consultants, Inc.","Seattle, WA 98134 (Industrial Complex area)",85000.0,15.05
1471,Software Development Engineer,World Vision Inc.,"Federal Way, WA",78500.0,15.05
1472,"Software Development Engineer, Accounting Platform",Remitly,"Seattle, WA",132500.0,15.05
1473,Software Engineer - Database Kernel Development,Facebook,"Seattle, WA 98101 (Downtown area)",120000.0,15.05
1474,Software Engineering Specialist,General Electric,"Seattle, WA 98101 (Downtown area)",109000.0,15.05
1475,Software Development Engineer - Backend,OfferUp,"Seattle, WA",130500.0,15.05
1476,Software Engineer - BI Platform Team,Nordstrom,"Seattle, WA",111500.0,15.05
1477,Java Application Developer - eCommerce #2936~,Costco Wholesale,"Issaquah, WA 98027",92500.0,15.05
1478,Software Test Engineer,Premera Blue Cross,"Mountlake Terrace, WA 98043",81000.0,15.05
1479,Java & Web Software Engineer,Comcast,"Seattle, WA 98104",129500.0,15.05
1480,Software Engineer,GE Healthcare,"Seattle, WA 98104",100000.0,15.05
1481,Front End Software Engineer,Finagraph,"Bellevue, WA",97500.0,15.05
1483,Software Engineer - API Developer,"Orion Advisor Services, LLC","Bothell, WA",90500.0,15.05
1484,Full Stack Developer,Pike13,"Seattle, WA",135000.0,15.05
1485,CONTRACT - Software Engineer (NTD),Nintendo of America Inc.,"Redmond, WA 98052",82500.0,15.05
1486,Software Engineer,"Security Industry Specialists, Inc.","Seattle, WA",95000.0,15.05
1488,Information Technology Specialist,US Department of Justice,"Seattle, WA",72989.0,15.05
1496,Dealer Relationship Manager,Central Desking,"Seattle, WA",250000.0,15.05
1500,Claims Response Center Representative,Mutual of Enumclaw Insurance,"Enumclaw, WA 98022",37500.0,15.05
1502,Accounting Assistant,Intenza Fitness,"Redmond, WA 98052",45000.0,15.05
1503,Senior Administrative Assistant,City of Bellevue,"Bellevue, WA 98004 (Downtown area)",67303.0,15.05
1504,Corporate Investigator III,"Security Industry Specialists, Inc.","Seattle, WA",68000.0,15.05
1505,Director of Platform Applications,City of Seattle,"Seattle, WA",135741.0,15.05
1506,Technical systems Coordinatior,City of Redmond,"Redmond, WA",83940.0,15.05
1507,"Software Engineer, UI",Amperity,"Seattle, WA",125000.0,15.05
1508,Research Software Engineer,Parametric,"Seattle, WA 98104",111000.0,15.05
1509,Software Engineer,Edifecs,"Bellevue, WA 98004 (Downtown area)",124000.0,15.05
1510,Front End Engineer,Novel Effect,"Seattle, WA",114000.0,15.05
1511,Researcher - Research in Software Engineering Group,Microsoft,"Redmond, WA",98000.0,15.05
1512,Software Development Engineer,Alaska Airlines,"Seattle, WA 98194 (Downtown area)",105000.0,15.05
1513,Software Developer - Hardware,Denali Advanced Integration,"Redmond, WA",96500.0,15.05
1514,Software Developer,Aetheric Worlds,"Lynnwood, WA",92500.0,15.05
1515,Software Engineer,Avalara,"Seattle, WA",121500.0,15.05
1516,Aerospace Software Developer,Caldera Development Group LLC,"Redmond, WA 98052",90000.0,15.05
1517,Software Development Engineer in Test,Smartsheet,"Seattle, WA",129000.0,15.05
1518,Software Engineer - Android,"Discovery Communications, LLC","Bellevue, WA",106500.0,15.05
1519,Sr Software Developer,Inspur USA Inc,"Seattle, WA",121500.0,15.05
1520,Software Engineer,Blue Origin,"Kent, WA",109000.0,15.05
1521,SteamOS Software Engineer,Valve Software,"Bellevue, WA 98004 (Downtown area)",125000.0,15.05
1522,Software Engineer I- Platform,Meredith Corporation,"Seattle, WA",131500.0,15.05
1523,Software Quality Engineer III,Samsung Electronics,"Bellevue, WA 98004 (Downtown area)",99500.0,15.05
1524,Software Development Engineer,Bocada,"Kirkland, WA 98033 (Highlands area)",107000.0,15.05
1525,Senior Software Developer,GE Healthcare,"Issaquah, WA 98027",107500.0,15.05
1526,Lead Software Development Engineer,Samsung Electronics,"Bellevue, WA 98004 (Downtown area)",116500.0,15.05
1527,Research Software Development Engineer - Mobility & Networki...,Microsoft,"Redmond, WA",126500.0,15.05
1528,Sailboat Yacht Broker,Dream Yacht Charter,"Seattle, WA",160000.0,15.05
1533,HR Application Developer,City of Seattle,"Seattle, WA",103898.5,15.05
1536,Java Developer,Avenir IT Solutions,"Bellevue, WA",105000.0,15.05
1537,Systems Engineer - Entry Level,LOCKHEED MARTIN CORPORATION,"Silverdale, WA 98315",75000.0,15.05
1538,Software Engineer,Ramp Group,"Bellevue, WA",104000.0,15.05
1539,Software Developer II,Fluke,"Everett, WA 98203 (View Ridge-Madison area)",121000.0,15.05
1540,Senior Software Developer,Rowan TELS Corp.,"Seattle, WA 98104",106500.0,15.05
1541,"Software Development Engineer - MN Open - C#,.NET/Web UI",MediaNet,"Seattle, WA 98121 (Belltown area)",92000.0,15.05
1542,Senior Software Development Engineer,DELL,"Seattle, WA 98133",139500.0,15.05
1543,.NET Web Developer,The Garrigan Lyman Group,"Seattle, WA 98101 (Downtown area)",90000.0,15.05
1544,Senior Software Developer - Living Room,Hulu,"Seattle, WA",127500.0,15.05
1545,Software Development Engineer - Promoted Products - Android,OfferUp,"Bellevue, WA",120000.0,15.05
1546,Software DevOps Engineer,"Tethers Unlimited, Inc.","Bothell, WA 98011",96000.0,15.05
1547,"Data Scientist, Engineering",Google,"Seattle, WA",120000.0,15.05
1548,"Software Engineering Mananger, .NET Tools",Tableau,"Seattle, WA 98107 (Ballard area)",121500.0,15.05
1549,Software Support Engineer,Funnelback,"Seattle, WA",93500.0,15.05
1550,"engineer senior, Application Development Services-SSC-Seattl...",Starbucks,"Seattle, WA",146000.0,15.05
1551,"Software Engineer, Applications",PayScale,"Seattle, WA 98104",113000.0,15.05
1552,"Software Development Engineer, Store Experience",Remitly,"Seattle, WA",103500.0,15.05
1554,Program Analyst,US Department of Labor,"Seattle, WA 98104",64456.5,15.05
1558,Aquatics Specialist,City of Covington,"Covington, WA 98042",64205.5,15.05
1560,Software Development Engineer,KRT Marketing for CalPortland,"Bellevue, WA 98005 (Wilburton area)",118000.0,15.05
1563,Software Engineer,Extensis,"Seattle, WA 98199 (Magnolia area)",107000.0,15.05
1565,Front End Engineer,iTrellis,"Seattle, WA 98101 (Downtown area)",106500.0,15.05
1566,Frontend Software Engineer 1,Vizio Inc.,"Seattle, WA 98109 (Westlake area)",101500.0,15.05
1567,"Intern Software Engineer, Cloud","ExtraHop Networks, Inc.","Seattle, WA 98101 (Downtown area)",141500.0,15.05
1568,Software Engineer - Pipeline/DCC,Biblioso,"Redmond, WA",105000.0,15.05
1569,Software Engineer,SHAPE Technologies Group,"Kent, WA 98032",101000.0,15.05
1571,Administrative Specialist,"CCL Aviation, Inc.","Seattle, WA",43000.0,15.05
1572,"Software Engineer - Full Stack - Health, Beauty, and Wellnes...",Groupon,"Seattle, WA 98101 (Downtown area)",103000.0,15.05
1573,Software Engineering Specialist,amdocs,"Seattle, WA",122500.0,15.05
1574,Software Engineer,Denali Advanced Integration,"Redmond, WA",109000.0,15.05
